###ÄNSI
PROV747;Doris;;;x
PROV1332;Badi;;;;;;;x
PROV2086;Medri Bahri;;;;x
PROV2087;Marya;;;;x
PROV2088;Ka'bir;;;;x
PROV2089;Wolqayt;;;;x
b_buzach1;Buzach;;;;;;x 
b_buzach2;Buzach;;;;;;x 
b_buzach3;Buzach;;;;;;x 
b_buzach4;Buzach;;;;;;x 
b_buzach5;Buzach;;;;;;x 
b_buzach6;Buzach;;;;;;x 
b_buzach7;Buzach;;;;;;x 

c_ardalan;Ardalan;;;;;;x

b_ardalan1;Ardalan;;;;;;x 
b_ardalan2;Ardalan;;;;;;x 
b_ardalan3;Ardalan;;;;;;x 
b_ardalan4;Ardalan;;;;;;x 
b_ardalan5;Ardalan;;;;;;x 
b_ardalan6;Ardalan;;;;;;x 
b_ardalan7;Ardalan;;;;;;x 

c_ardakan;Ardakan;;;;;;x

b_ardakan1;Ardakan;;;;;;x 
b_ardakan2;Ardakan;;;;;;x 
b_ardakan3;Ardakan;;;;;;x 
b_ardakan4;Ardakan;;;;;;x 
b_ardakan5;Ardakan;;;;;;x 
b_ardakan6;Ardakan;;;;;;x 
b_ardakan7;Ardakan;;;;;;x 

c_susa;Susa;;;;;;x

b_susa1;Susa;;;;;;x 
b_susa2;Susa;;;;;;x 
b_susa3;Susa;;;;;;x 
b_susa4;Susa;;;;;;x 
b_susa5;Susa;;;;;;x 
b_susa6;Susa;;;;;;x 
b_susa7;Susa;;;;;;x 

c_gondeshapur;Gondeshapur;;;;;;x

b_gondeshapur1;Gondeshapur;;;;;;x 
b_gondeshapur2;Gondeshapur;;;;;;x 
b_gondeshapur3;Gondeshapur;;;;;;x 
b_gondeshapur4;Gondeshapur;;;;;;x 
b_gondeshapur5;Gondeshapur;;;;;;x 
b_gondeshapur6;Gondeshapur;;;;;;x 
b_gondeshapur7;Gondeshapur;;;;;;x 

c_istakhr;Istakhr;;;;;;x

b_istakhr1;Istakhr;;;;;;x 
b_istakhr2;Istakhr;;;;;;x 
b_istakhr3;Istakhr;;;;;;x 
b_istakhr4;Istakhr;;;;;;x 
b_istakhr5;Istakhr;;;;;;x 
b_istakhr6;Istakhr;;;;;;x 
b_istakhr7;Istakhr;;;;;;x 

c_larestan;Larestan;;;;;;x 

b_larestan1;Larestan;;;;;;x 
b_larestan2;Larestan;;;;;;x 
b_larestan3;Larestan;;;;;;x 
b_larestan4;Larestan;;;;;;x 
b_larestan5;Larestan;;;;;;x 
b_larestan6;Larestan;;;;;;x 
b_larestan7;Larestan;;;;;;x 

c_abarquh;Abarquh;;;;;;x

b_abarquh1;Abarquh;;;;;;x 
b_abarquh2;Abarquh;;;;;;x 
b_abarquh3;Abarquh;;;;;;x 
b_abarquh4;Abarquh;;;;;;x 
b_abarquh5;Abarquh;;;;;;x 
b_abarquh6;Abarquh;;;;;;x 
b_abarquh7;Abarquh;;;;;;x 

c_mogostan;Mogostan;;;;;;x

b_mogostan1;Mogostan;;;;;;x 
b_mogostan2;Mogostan;;;;;;x 
b_mogostan3;Mogostan;;;;;;x 
b_mogostan4;Mogostan;;;;;;x 
b_mogostan5;Mogostan;;;;;;x 
b_mogostan6;Mogostan;;;;;;x 
b_mogostan7;Mogostan;;;;;;x 

c_kazrun;Kazrun;;;;;;x

b_kazrun1;Kazrun;;;;;;x 
b_kazrun2;Kazrun;;;;;;x 
b_kazrun3;Kazrun;;;;;;x 
b_kazrun4;Kazrun;;;;;;x 
b_kazrun5;Kazrun;;;;;;x 
b_kazrun6;Kazrun;;;;;;x 
b_kazrun7;Kazrun;;;;;;x 

c_yasuj;Yasuj;;;;;;x

b_yasuj1;Yasuj;;;;;;x 
b_yasuj2;Yasuj;;;;;;x 
b_yasuj3;Yasuj;;;;;;x 
b_yasuj4;Yasuj;;;;;;x 
b_yasuj5;Yasuj;;;;;;x 
b_yasuj6;Yasuj;;;;;;x 
b_yasuj7;Yasuj;;;;;;x 

c_nahavand;Nahavand;;;;;;x

b_nahavand1;Nahavand;;;;;;x 
b_nahavand2;Nahavand;;;;;;x 
b_nahavand3;Nahavand;;;;;;x 
b_nahavand4;Nahavand;;;;;;x 
b_nahavand5;Nahavand;;;;;;x 
b_nahavand6;Nahavand;;;;;;x 
b_nahavand7;Nahavand;;;;;;x 

c_ecbatana;Ecbatana;;;;;;x

b_ecbatana1;Ecbatana;;;;;;x 
b_ecbatana2;Ecbatana;;;;;;x 
b_ecbatana3;Ecbatana;;;;;;x 
b_ecbatana4;Ecbatana;;;;;;x 
b_ecbatana5;Ecbatana;;;;;;x 
b_ecbatana6;Ecbatana;;;;;;x 
b_ecbatana7;Ecbatana;;;;;;x 

c_tehran;Tehran;;;;;;x
	
b_tehran1;Tehran;;;;;;x 
b_tehran2;Tehran;;;;;;x 
b_tehran3;Tehran;;;;;;x 
b_tehran4;Tehran;;;;;;x 
b_tehran5;Tehran;;;;;;x 
b_tehran6;Tehran;;;;;;x 
b_tehran7;Tehran;;;;;;x 

c_ganzak;Ganzak;;;;;;x

b_ganzak1;Ganzak;;;;;;x 
b_ganzak2;Ganzak;;;;;;x 
b_ganzak3;Ganzak;;;;;;x 
b_ganzak4;Ganzak;;;;;;x 
b_ganzak5;Ganzak;;;;;;x 
b_ganzak6;Ganzak;;;;;;x 
b_ganzak7;Ganzak;;;;;;x 

c_sultaniyeh;Sultaniyeh;;;;;;x

b_sultaniyeh1;Sultaniyeh;;;;;;x 
b_sultaniyeh2;Sultaniyeh;;;;;;x 
b_sultaniyeh3;Sultaniyeh;;;;;;x 
b_sultaniyeh4;Sultaniyeh;;;;;;x 
b_sultaniyeh5;Sultaniyeh;;;;;;x 
b_sultaniyeh6;Sultaniyeh;;;;;;x 
b_sultaniyeh7;Sultaniyeh;;;;;;x 

c_ganja;Ganja;;;;;;x


b_ganja1;Ganja;;;;;;x 
b_ganja2;Ganja;;;;;;x 
b_ganja3;Ganja;;;;;;x 
b_ganja4;Ganja;;;;;;x 
b_ganja5;Ganja;;;;;;x 
b_ganja6;Ganja;;;;;;x 
b_ganja7;Ganja;;;;;;x 

c_khachen;Khachen;;;;;;x

b_khachen1;Khachen;;;;;;x 
b_khachen2;Khachen;;;;;;x 
b_khachen3;Khachen;;;;;;x 
b_khachen4;Khachen;;;;;;x 
b_khachen5;Khachen;;;;;;x 
b_khachen6;Khachen;;;;;;x 
b_khachen7;Khachen;;;;;;x 

c_chitral;Chitral;;;;;;x

b_chitral1;Chitral;;;;;;x 
b_chitral2;Chitral;;;;;;x 
b_chitral3;Chitral;;;;;;x 
b_chitral4;Chitral;;;;;;x 
b_chitral5;Chitral;;;;;;x 
b_chitral6;Chitral;;;;;;x 
b_chitral7;Chitral;;;;;;x 

c_madugali;Madugali;;;;;;x

b_madugali1;Madugali;;;;;;x 
b_madugali2;Madugali;;;;;;x 
b_madugali3;Madugali;;;;;;x 
b_madugali4;Madugali;;;;;;x 
b_madugali5;Madugali;;;;;;x 
b_madugali6;Madugali;;;;;;x 
b_madugali7;Madugali;;;;;;x 

c_hadda;Hadda;;;;;;x	

b_hadda1;Hadda;;;;;;x 
b_hadda2;Hadda;;;;;;x 
b_hadda3;Hadda;;;;;;x 
b_hadda4;Hadda;;;;;;x 
b_hadda5;Hadda;;;;;;x 
b_hadda6;Hadda;;;;;;x 
b_hadda7;Hadda;;;;;;x 


c_bagram;Bagram;;;;;;x	

b_bagram1;Bagram;;;;;;x 
b_bagram2;Bagram;;;;;;x 
b_bagram3;Bagram;;;;;;x 
b_bagram4;Bagram;;;;;;x 
b_bagram5;Bagram;;;;;;x 
b_bagram6;Bagram;;;;;;x 
b_bagram7;Bagram;;;;;;x 

c_termez;Termez;;;;;;x

b_termez1;Termez;;;;;;x 
b_termez2;Termez;;;;;;x 
b_termez3;Termez;;;;;;x 
b_termez4;Termez;;;;;;x 
b_termez5;Termez;;;;;;x 
b_termez6;Termez;;;;;;x 
b_termez7;Termez;;;;;;x 

c_sajawand;Sajawand;;;;;;x

b_sajawand1;Sajawand;;;;;;x 
b_sajawand2;Sajawand;;;;;;x 
b_sajawand3;Sajawand;;;;;;x 
b_sajawand4;Sajawand;;;;;;x 
b_sajawand5;Sajawand;;;;;;x 
b_sajawand6;Sajawand;;;;;;x 
b_sajawand7;Sajawand;;;;;;x 

c_kandahar;Kandahar;;;;;;x

b_kandahar1;Kandahar;;;;;;x 
b_kandahar2;Kandahar;;;;;;x 
b_kandahar3;Kandahar;;;;;;x 
b_kandahar4;Kandahar;;;;;;x 
b_kandahar5;Kandahar;;;;;;x 
b_kandahar6;Kandahar;;;;;;x 
b_kandahar7;Kandahar;;;;;;x 

c_chaghcharan;Chaghcharan;;;;;;x

b_chaghcharan1;Chaghcharan;;;;;;x 
b_chaghcharan2;Chaghcharan;;;;;;x 
b_chaghcharan3;Chaghcharan;;;;;;x 
b_chaghcharan4;Chaghcharan;;;;;;x 
b_chaghcharan5;Chaghcharan;;;;;;x 
b_chaghcharan6;Chaghcharan;;;;;;x 
b_chaghcharan7;Chaghcharan;;;;;;x 

c_murghab;Murghab;;;;;;x

b_murghab1;Murghab;;;;;;x 
b_murghab2;Murghab;;;;;;x 
b_murghab3;Murghab;;;;;;x 
b_murghab4;Murghab;;;;;;x 
b_murghab5;Murghab;;;;;;x 
b_murghab6;Murghab;;;;;;x 
b_murghab7;Murghab;;;;;;x 

c_shuyukh;Shuyukh;;;;;;x

b_shuyukh1;Shuyukh;;;;;;x 
b_shuyukh2;Shuyukh;;;;;;x 
b_shuyukh3;Shuyukh;;;;;;x 
b_shuyukh4;Shuyukh;;;;;;x 
b_shuyukh5;Shuyukh;;;;;;x 
b_shuyukh6;Shuyukh;;;;;;x 
b_shuyukh7;Shuyukh;;;;;;x 

c_bayan;Bayan;;;;;;x

b_bayan1;Bayan;;;;;;x 
b_bayan2;Bayan;;;;;;x 
b_bayan3;Bayan;;;;;;x 
b_bayan4;Bayan;;;;;;x 
b_bayan5;Bayan;;;;;;x 
b_bayan6;Bayan;;;;;;x 
b_bayan7;Bayan;;;;;;x 

c_wasit;Wasit;;;;;;x

b_wasit1;Wasit;;;;;;x 
b_wasit2;Wasit;;;;;;x 
b_wasit3;Wasit;;;;;;x 
b_wasit4;Wasit;;;;;;x 
b_wasit5;Wasit;;;;;;x 
b_wasit6;Wasit;;;;;;x 
b_wasit7;Wasit;;;;;;x 

c_kut;Kut;;;;;;x

b_kut1;Kut;;;;;;x 
b_kut2;Kut;;;;;;x 
b_kut3;Kut;;;;;;x 
b_kut4;Kut;;;;;;x 
b_kut5;Kut;;;;;;x 
b_kut6;Kut;;;;;;x 
b_kut7;Kut;;;;;;x 

c_kashkar;Kashkar;;;;;;x

b_kashkar1;Kashkar;;;;;;x 
b_kashkar2;Kashkar;;;;;;x 
b_kashkar3;Kashkar;;;;;;x 
b_kashkar4;Kashkar;;;;;;x 
b_kashkar5;Kashkar;;;;;;x 
b_kashkar6;Kashkar;;;;;;x 
b_kashkar7;Kashkar;;;;;;x 

c_samawaha;Samawaha;;;;;;x

b_samawaha1;Samawaha;;;;;;x 
b_samawaha2;Samawaha;;;;;;x 
b_samawaha3;Samawaha;;;;;;x 
b_samawaha4;Samawaha;;;;;;x 
b_samawaha5;Samawaha;;;;;;x 
b_samawaha6;Samawaha;;;;;;x 
b_samawaha7;Samawaha;;;;;;x 

c_qurnah;Qurnah;;;;;;x

b_qurnah1;Qurnah;;;;;;x 
b_qurnah2;Qurnah;;;;;;x 
b_qurnah3;Qurnah;;;;;;x 
b_qurnah4;Qurnah;;;;;;x 
b_qurnah5;Qurnah;;;;;;x 
b_qurnah6;Qurnah;;;;;;x 
b_qurnah7;Qurnah;;;;;;x 

c_diwaniyah;Diwaniyah;;;;;;x

b_diwaniyah1;Diwaniyah;;;;;;x 
b_diwaniyah2;Diwaniyah;;;;;;x 
b_diwaniyah3;Diwaniyah;;;;;;x 
b_diwaniyah4;Diwaniyah;;;;;;x 
b_diwaniyah5;Diwaniyah;;;;;;x 
b_diwaniyah6;Diwaniyah;;;;;;x 
b_diwaniyah7;Diwaniyah;;;;;;x 
		
c_hira;Hira;;;;;;x

b_hira1;Hira;;;;;;x 
b_hira2;Hira;;;;;;x 
b_hira3;Hira;;;;;;x 
b_hira4;Hira;;;;;;x 
b_hira5;Hira;;;;;;x 
b_hira6;Hira;;;;;;x 
b_hira7;Hira;;;;;;x 

c_hillah;Hillah;;;;;;x

b_hillah1;Hillah;;;;;;x 
b_hillah2;Hillah;;;;;;x 
b_hillah3;Hillah;;;;;;x 
b_hillah4;Hillah;;;;;;x 
b_hillah5;Hillah;;;;;;x 
b_hillah6;Hillah;;;;;;x 
b_hillah7;Hillah;;;;;;x 

c_vologesias;Vologesias;;;;;;x

b_vologesias1;Vologesias;;;;;;x 
b_vologesias2;Vologesias;;;;;;x 
b_vologesias3;Vologesias;;;;;;x 
b_vologesias4;Vologesias;;;;;;x 
b_vologesias5;Vologesias;;;;;;x 
b_vologesias6;Vologesias;;;;;;x 
b_vologesias7;Vologesias;;;;;;x 

c_baqubah;Baqubah;;;;;;x

b_baqubah1;Baqubah;;;;;;x 
b_baqubah2;Baqubah;;;;;;x 
b_baqubah3;Baqubah;;;;;;x 
b_baqubah4;Baqubah;;;;;;x 
b_baqubah5;Baqubah;;;;;;x 
b_baqubah6;Baqubah;;;;;;x 
b_baqubah7;Baqubah;;;;;;x 

c_anbar;Anbar;;;;;;x

b_anbar1;Anbar;;;;;;x 
b_anbar2;Anbar;;;;;;x 
b_anbar3;Anbar;;;;;;x 
b_anbar4;Anbar;;;;;;x 
b_anbar5;Anbar;;;;;;x 
b_anbar6;Anbar;;;;;;x 
b_anbar7;Anbar;;;;;;x 

c_tikrit;Tikrit;;;;;;x

b_tikrit1;Tikrit;;;;;;x 
b_tikrit2;Tikrit;;;;;;x 
b_tikrit3;Tikrit;;;;;;x 
b_tikrit4;Tikrit;;;;;;x 
b_tikrit5;Tikrit;;;;;;x 
b_tikrit6;Tikrit;;;;;;x 
b_tikrit7;Tikrit;;;;;;x 

c_fallujah;Fallujah;;;;;;x

b_fallujah1;Fallujah;;;;;;x 
b_fallujah2;Fallujah;;;;;;x 
b_fallujah3;Fallujah;;;;;;x 
b_fallujah4;Fallujah;;;;;;x 
b_fallujah5;Fallujah;;;;;;x 
b_fallujah6;Fallujah;;;;;;x 
b_fallujah7;Fallujah;;;;;;x 

c_samarra;Samarra;;;;;;x

b_samarra1;Samarra;;;;;;x

b_samarra2;Samarra;;;;;;x

b_samarra3;Samarra;;;;;;x

b_samarra4;Samarra;;;;;;x

b_samarra5;Samarra;;;;;;x

b_samarra6;Samarra;;;;;;x

b_samarra7;Samarra;;;;;;x

b_samarra8;Samarra;;;;;;x


c_zamwa;Zamwa;;;;;;x

b_zamwa1;Zamwa;;;;;;x 
b_zamwa2;Zamwa;;;;;;x 
b_zamwa3;Zamwa;;;;;;x 
b_zamwa4;Zamwa;;;;;;x 
b_zamwa5;Zamwa;;;;;;x 
b_zamwa6;Zamwa;;;;;;x 
b_zamwa7;Zamwa;;;;;;x 

c_sharaban;Sharaban;;;;;;x

b_sharaban1;Sharaban;;;;;;x 
b_sharaban2;Sharaban;;;;;;x 
b_sharaban3;Sharaban;;;;;;x 
b_sharaban4;Sharaban;;;;;;x 
b_sharaban5;Sharaban;;;;;;x 
b_sharaban6;Sharaban;;;;;;x 
b_sharaban7;Sharaban;;;;;;x 

c_soran;Soran;;;;;;x

b_soran1;Soran;;;;;;x 
b_soran2;Soran;;;;;;x 
b_soran3;Soran;;;;;;x 
b_soran4;Soran;;;;;;x 
b_soran5;Soran;;;;;;x 
b_soran6;Soran;;;;;;x 
b_soran7;Soran;;;;;;x 

c_erbil;Erbil;;;;;;x

b_erbil1;Erbil;;;;;;x 
b_erbil2;Erbil;;;;;;x 
b_erbil3;Erbil;;;;;;x 
b_erbil4;Erbil;;;;;;x 
b_erbil5;Erbil;;;;;;x 
b_erbil6;Erbil;;;;;;x 
b_erbil7;Erbil;;;;;;x 
		
c_baqofah;Baqofah;;;;;;x

b_baqofah1;Baqofah;;;;;;x 
b_baqofah2;Baqofah;;;;;;x 
b_baqofah3;Baqofah;;;;;;x 
b_baqofah4;Baqofah;;;;;;x 
b_baqofah5;Baqofah;;;;;;x 
b_baqofah6;Baqofah;;;;;;x 
b_baqofah7;Baqofah;;;;;;x 


c_bakhdida;Bakhdida;;;;;;x 	

b_bakhdida1;Bakhdida;;;;;;x 
b_bakhdida2;Bakhdida;;;;;;x 
b_bakhdida3;Bakhdida;;;;;;x 
b_bakhdida4;Bakhdida;;;;;;x 
b_bakhdida5;Bakhdida;;;;;;x 
b_bakhdida6;Bakhdida;;;;;;x 
b_bakhdida7;Bakhdida;;;;;;x 

c_tel_afar;Tel Afar;;;;;;x

b_tel_afar1;Tel Afar;;;;;;x 
b_tel_afar2;Tel Afar;;;;;;x 
b_tel_afar3;Tel Afar;;;;;;x 
b_tel_afar4;Tel Afar;;;;;;x 
b_tel_afar5;Tel Afar;;;;;;x 
b_tel_afar6;Tel Afar;;;;;;x 
b_tel_afar7;Tel Afar;;;;;;x 

c_ashair_al_sabaa;Ashair al Sabaar;;;;;;x

b_ashair_al_sabaa1;Ashair al Sabaar;;;;;;x 
b_ashair_al_sabaa2;Ashair al Sabaar;;;;;;x 
b_ashair_al_sabaa3;Ashair al Sabaar;;;;;;x 
b_ashair_al_sabaa4;Ashair al Sabaar;;;;;;x 
b_ashair_al_sabaa5;Ashair al Sabaar;;;;;;x 
b_ashair_al_sabaa6;Ashair al Sabaar;;;;;;x 
b_ashair_al_sabaa7;Ashair al Sabaar;;;;;;x 

c_dohuk;Dohuk;;;;;;x

b_dohuk1;Dohukr;;;;;;x 
b_dohuk2;Dohukr;;;;;;x 
b_dohuk3;Dohukr;;;;;;x 
b_dohuk4;Dohukr;;;;;;x 
b_dohuk5;Dohukr;;;;;;x 
b_dohuk6;Dohukr;;;;;;x 
b_dohuk7;Dohukr;;;;;;x 

c_zakho;Zakho;;;;;;x

b_zakho1;Zakho;;;;;;x 
b_zakho2;Zakho;;;;;;x 
b_zakho3;Zakho;;;;;;x 
b_zakho4;Zakho;;;;;;x 
b_zakho5;Zakho;;;;;;x 
b_zakho6;Zakho;;;;;;x 
b_zakho7;Zakho;;;;;;x 

c_rawa;Rawa;;;;;;x

b_rawa1;Rawa;;;;;;x 
b_rawa2;Rawa;;;;;;x 
b_rawa3;Rawa;;;;;;x 
b_rawa4;Rawa;;;;;;x 
b_rawa5;Rawa;;;;;;x 
b_rawa6;Rawa;;;;;;x 
b_rawa7;Rawa;;;;;;x 

c_hatra;Hatra;;;;;;x

b_hatra1;Hatra;;;;;;x 
b_hatra2;Hatra;;;;;;x 
b_hatra3;Hatra;;;;;;x 
b_hatra4;Hatra;;;;;;x 
b_hatra5;Hatra;;;;;;x 
b_hatra6;Hatra;;;;;;x 
b_hatra7;Hatra;;;;;;x 

PROV1511;Catral;;;;;x

c_giurgiu;Giurgiu;;;;;x

b_giurgiu1;Giurgiu;;;;;x 
b_giurgiu2;Giurgiu;;;;;x 
b_giurgiu3;Giurgiu;;;;;x 
b_giurgiu4;Giurgiu;;;;;x 
b_giurgiu5;Giurgiu;;;;;x 
b_giurgiu6;Giurgiu;;;;;x 
b_giurgiu7;Giurgiu;;;;;x 

c_baile_herculane;Targu Jiu;;;;;x

b_baile_herculane1;Targu Jiu;;;;;x
b_baile_herculane2;Targu Jiu;;;;;x
b_baile_herculane3;Targu Jiu;;;;;x
b_baile_herculane4;Targu Jiu;;;;;x 
b_baile_herculane5;Targu Jiu;;;;;x
b_baile_herculane6;Targu Jiu;;;;;x
b_baile_herculane7;Targu Jiu;;;;;x

c_iasi;Iasi;;;;;x

b_iasi1;Iasi;;;;;x 
b_iasi2;Iasi;;;;;x 
b_iasi3;Iasi;;;;;x 
b_iasi4;Iasi;;;;;x 
b_iasi5;Iasi;;;;;x 
b_iasi6;Iasi;;;;;x 
b_iasi7;Iasi;;;;;x 

c_gyok;Gyok;;;;;x

b_gyok1;Gyok;;;;;x 
b_gyok2;Gyok;;;;;x 
b_gyok3;Gyok;;;;;x 
b_gyok4;Gyok;;;;;x 
b_gyok5;Gyok;;;;;x 
b_gyok6;Gyok;;;;;x 
b_gyok7;Gyok;;;;;x 

c_veszprem;Veszprem;;;;;x

b_veszprem1;Veszprem;;;;;x 
b_veszprem2;Veszprem;;;;;x 
b_veszprem3;Veszprem;;;;;x 
b_veszprem4;Veszprem;;;;;x 
b_veszprem5;Veszprem;;;;;x 
b_veszprem6;Veszprem;;;;;x 
b_veszprem7;Veszprem;;;;;x 

c_buda;Buda;;;;;x

b_buda1;Buda;;;;;x 
b_buda2;Buda;;;;;x 
b_buda3;Buda;;;;;x 
b_buda4;Buda;;;;;x 
b_buda5;Buda;;;;;x 
b_buda6;Buda;;;;;x 
b_buda7;Buda;;;;;x 

c_szolnok;Szolnok;;;;;x

b_szolnok1;Szolnok;;;;;x 
b_szolnok2;Szolnok;;;;;x 
b_szolnok3;Szolnok;;;;;x 
b_szolnok4;Szolnok;;;;;x 
b_szolnok5;Szolnok;;;;;x 
b_szolnok6;Szolnok;;;;;x 
b_szolnok7;Szolnok;;;;;x 
	
c_szabolcs;Szabolcs;;;;;x

b_szabolcs1;Szabolcs;;;;;x 
b_szabolcs2;Szabolcs;;;;;x 
b_szabolcs3;Szabolcs;;;;;x 
b_szabolcs4;Szabolcs;;;;;x 
b_szabolcs5;Szabolcs;;;;;x 
b_szabolcs6;Szabolcs;;;;;x 
b_szabolcs7;Szabolcs;;;;;x 

c_debrecen;Debrecen;;;;;x

b_debrecen1;Debrecen;;;;;x 
b_debrecen2;Debrecen;;;;;x 
b_debrecen3;Debrecen;;;;;x 
b_debrecen4;Debrecen;;;;;x 
b_debrecen5;Debrecen;;;;;x 
b_debrecen6;Debrecen;;;;;x 
b_debrecen7;Debrecen;;;;;x 

c_szeged;Szeged;;;;;x

b_szeged1;Szeged;;;;;x 
b_szeged2;Szeged;;;;;x 
b_szeged3;Szeged;;;;;x 
b_szeged4;Szeged;;;;;x 
b_szeged5;Szeged;;;;;x 
b_szeged6;Szeged;;;;;x 
b_szeged7;Szeged;;;;;x 

c_napoca;Napoca;;;;;x

b_napoca1;Napoca;;;;;x 
b_napoca2;Napoca;;;;;x 
b_napoca3;Napoca;;;;;x 
b_napoca4;Napoca;;;;;x 
b_napoca5;Napoca;;;;;x 
b_napoca6;Napoca;;;;;x 
b_napoca7;Napoca;;;;;x 

c_sibiu;Sibiu;;;;;x

b_sibiu1;Sibiu;;;;;x 
b_sibiu2;Sibiu;;;;;x 
b_sibiu3;Sibiu;;;;;x 
b_sibiu4;Sibiu;;;;;x 
b_sibiu5;Sibiu;;;;;x 
b_sibiu6;Sibiu;;;;;x 
b_sibiu7;Sibiu;;;;;x 

c_abrud;Abrud;;;;;x

b_abrud1;Abrud;;;;;x 
b_abrud2;Abrud;;;;;x 
b_abrud3;Abrud;;;;;x 
b_abrud4;Abrud;;;;;x 
b_abrud5;Abrud;;;;;x 
b_abrud6;Abrud;;;;;x 
b_abrud7;Abrud;;;;;x 

c_gradiste;Gradiste;;;;;x

b_gradiste1;Gradiste;;;;;x 
b_gradiste2;Gradiste;;;;;x 
b_gradiste3;Gradiste;;;;;x 
b_gradiste4;Gradiste;;;;;x 
b_gradiste5;Gradiste;;;;;x 
b_gradiste6;Gradiste;;;;;x 
b_gradiste7;Gradiste;;;;;x 

c_berzovia;Berzovia;;;;;x

b_berzovia1;Berzovia;;;;;x 
b_berzovia2;Berzovia;;;;;x 
b_berzovia3;Berzovia;;;;;x 
b_berzovia4;Berzovia;;;;;x 
b_berzovia5;Berzovia;;;;;x 
b_berzovia6;Berzovia;;;;;x 
b_berzovia7;Berzovia;;;;;x 

c_ponthieu;Ponthieu;;;;;x

b_ponthieu1;Ponthieu;;;;;x 
b_ponthieu2;Ponthieu;;;;;x 
b_ponthieu3;Ponthieu;;;;;x 
b_ponthieu4;Ponthieu;;;;;x 
b_ponthieu5;Ponthieu;;;;;x 
b_ponthieu6;Ponthieu;;;;;x 
b_ponthieu7;Ponthieu;;;;;x 

c_perche;Perche;;;;;x

b_perche1;Perche;;;;;x 
b_perche2;Perche;;;;;x 
b_perche3;Perche;;;;;x 
b_perche4;Perche;;;;;x 
b_perche5;Perche;;;;;x 
b_perche6;Perche;;;;;x 
b_perche7;Perche;;;;;x 

c_langres;Langres;;;;;x

b_langres1;Langres;;;;;x 
b_langres2;Langres;;;;;x 
b_langres3;Langres;;;;;x 
b_langres4;Langres;;;;;x 
b_langres5;Langres;;;;;x 
b_langres6;Langres;;;;;x 
b_langres7;Langres;;;;;x 

c_rethel;Rethel;;;;;x

b_rethel1;Rethel;;;;;x 
b_rethel2;Rethel;;;;;x 
b_rethel3;Rethel;;;;;x 
b_rethel4;Rethel;;;;;x 
b_rethel5;Rethel;;;;;x 
b_rethel6;Rethel;;;;;x 
b_rethel7;Rethel;;;;;x 

c_chatillon;Chatillon;;;;;x

b_chatillon1;Chatillon;;;;;x 
b_chatillon2;Chatillon;;;;;x 
b_chatillon3;Chatillon;;;;;x 
b_chatillon4;Chatillon;;;;;x 
b_chatillon5;Chatillon;;;;;x 
b_chatillon6;Chatillon;;;;;x 
b_chatillon7;Chatillon;;;;;x 

c_soissons;Soissons;;;;;x

b_soissons1;Soissons;;;;;x 
b_soissons2;Soissons;;;;;x 
b_soissons3;Soissons;;;;;x 
b_soissons4;Soissons;;;;;x 
b_soissons5;Soissons;;;;;x 
b_soissons6;Soissons;;;;;x 
b_soissons7;Soissons;;;;;x 

c_beauvais;Beauvais;;;;;x

b_beauvais1;Beauvais;;;;;x 
b_beauvais2;Beauvais;;;;;x 
b_beauvais3;Beauvais;;;;;x 
b_beauvais4;Beauvais;;;;;x 
b_beauvais5;Beauvais;;;;;x 
b_beauvais6;Beauvais;;;;;x 
b_beauvais7;Beauvais;;;;;x 

c_quercy;Quercy;;;;;x

b_quercy1;Quercy;;;;;x 
b_quercy2;Quercy;;;;;x 
b_quercy3;Quercy;;;;;x 
b_quercy4;Quercy;;;;;x 
b_quercy5;Quercy;;;;;x 
b_quercy6;Quercy;;;;;x 
b_quercy7;Quercy;;;;;x 

c_porhoet;Porhoet;;;;;x

b_porhoet1;Porhoet;;;;;x 
b_porhoet2;Porhoet;;;;;x 
b_porhoet3;Porhoet;;;;;x 
b_porhoet4;Porhoet;;;;;x 
b_porhoet5;Porhoet;;;;;x 
b_porhoet6;Porhoet;;;;;x 
b_porhoet7;Porhoet;;;;;x 


c_tregor;Tregor;;;;;x

b_tregor1;Tregor;;;;;x 
b_tregor2;Tregor;;;;;x 
b_tregor3;Tregor;;;;;x 
b_tregor4;Tregor;;;;;x 
b_tregor5;Tregor;;;;;x 
b_tregor6;Tregor;;;;;x 
b_tregor7;Tregor;;;;;x 

c_valentinois;Valentinois;;;;;x

b_valentinois1;Valentinois;;;;;x 
b_valentinois2;Valentinois;;;;;x 
b_valentinois3;Valentinois;;;;;x 
b_valentinois4;Valentinois;;;;;x 
b_valentinois5;Valentinois;;;;;x 
b_valentinois6;Valentinois;;;;;x 
b_valentinois7;Valentinois;;;;;x 

c_grenoble;Grenoble;;;;;x

b_grenoble1;Grenoble;;;;;x 
b_grenoble2;Grenoble;;;;;x 
b_grenoble3;Grenoble;;;;;x 
b_grenoble4;Grenoble;;;;;x 
b_grenoble5;Grenoble;;;;;x 
b_grenoble6;Grenoble;;;;;x 
